"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"APILKD_14355",783.021866069153,0.470422036699533,0.213950006731486,2.19874747323532,0.0278958833076733,0.124192817945617
"APILKD_14360",661.526373375377,0.222583883053574,0.20248866348549,1.09924120798755,0.271662868857971,0.546365322262605
"APILKD_14365",1442.95719968973,0.231734615911277,0.157292009563959,1.47327646556037,0.140676503911648,0.370273604560615
"APILKD_14370",158.147663180004,-0.0722541192052503,0.411028832956806,-0.175788444536793,0.860460148193307,0.943791879612819
"APILKD_14375",413.677934933718,0.0219647056800918,0.29940736321403,0.0733606062466488,0.941519164753838,0.978648575506277
"APILKD_14380",282.2056908496,0.0206060645045954,0.287649126929357,0.0716361100225274,0.942891502242399,0.978842481764901
"APILKD_14385",177.008515906291,-0.504752543658688,0.343962260538136,-1.46746489823911,0.142249631305559,0.372608985861382
"APILKD_14390",157.318343284277,0.0660227792055676,0.340764102639806,0.193749220337786,0.846372249751285,0.937660473915523
"APILKD_14395",146.367498471362,-0.323395772355635,0.3871787232513,-0.835262252119503,0.403570066005455,0.666611260628865
"APILKD_14400",801.093937863941,-0.415072515241905,0.182087282158878,-2.27952501855533,0.0226358744905253,0.107401319082308
"APILKD_14405",1508.44791507694,-0.0379415726318598,0.151224701941044,-0.250895337500162,0.801895029281799,0.920818723939447
"APILKD_14410",105.39872882811,-0.542573267266466,0.479460795888861,-1.13163218331668,0.257789103746277,0.530378014225343
"APILKD_14415",32.1178298537995,-0.207288726170772,0.967545978592557,-0.214241731925034,0.830358554139591,NA
"APILKD_14420",17.521581530018,0.115520762488019,1.27228368913134,0.0907979591932772,0.927653131682239,NA
